HQ 34 N/14.83 profiel data
     1.000000   -0.001071
     0.993916   -0.001742
     0.983019   -0.002998
     0.970030   -0.004540
     0.955400   -0.006211
     0.939738   -0.007976
     0.923601   -0.009802
     0.907279   -0.011665
     0.890919   -0.013529
     0.874601   -0.015362
     0.858372   -0.017152
     0.842292   -0.018872
     0.826386   -0.020488
     0.810617   -0.021968
     0.794903   -0.023302
     0.779166   -0.024496
     0.763361   -0.025564
     0.747478   -0.026523
     0.731537   -0.027383
     0.715568   -0.028148
     0.699593   -0.028815
     0.683619   -0.029383
     0.667643   -0.029848
     0.651657   -0.030212
     0.635649   -0.030475
     0.619604   -0.030642
     0.603502   -0.030717
     0.587323   -0.030711
     0.571051   -0.030637
     0.554677   -0.030510
     0.538204   -0.030348
     0.521650   -0.030166
     0.505048   -0.029977
     0.488443   -0.029791
     0.471852   -0.029615
     0.455275   -0.029453
     0.438703   -0.029306
     0.422128   -0.029176
     0.405544   -0.029060
     0.388947   -0.028956
     0.372334   -0.028860
     0.355726   -0.028767
     0.339157   -0.028665
     0.322636   -0.028545
     0.306151   -0.028397
     0.289676   -0.028215
     0.273183   -0.028000
     0.256653   -0.027760
     0.240085   -0.027504
     0.223502   -0.027238
     0.206941   -0.026965
     0.190440   -0.026678
     0.174031   -0.026367
     0.157743   -0.026016
     0.141611   -0.025610
     0.125697   -0.025133
     0.110113   -0.024568
     0.095052   -0.023895
     0.080799   -0.023097
     0.067712   -0.022165
     0.056130   -0.021121
     0.046248   -0.020015
     0.038035   -0.018907
     0.031281   -0.017836
     0.025710   -0.016809
     0.021063   -0.015809
     0.017132   -0.014814
     0.013765   -0.013793
     0.010854   -0.012720
     0.008327   -0.011566
     0.006143   -0.010306
     0.004285   -0.008918
     0.002756   -0.007396
     0.001567   -0.005752
     0.000725   -0.004018
     0.000219   -0.002243
     0.000014   -0.000476
     0.000067    0.001286
     0.000361    0.003116
     0.000898    0.005025
     0.001679    0.007006
     0.002711    0.009068
     0.004007    0.011225
     0.005593    0.013498
     0.007506    0.015909
     0.009801    0.018493
     0.012554    0.021285
     0.015866    0.024335
     0.019874    0.027700
     0.024754    0.031451
     0.030721    0.035670
     0.037995    0.040447
     0.046678    0.045835
     0.056553    0.051685
     0.067194    0.057624
     0.078340    0.063360
     0.089940    0.068807
     0.101998    0.073978
     0.114480    0.078893
     0.127310    0.083547
     0.140408    0.087920
     0.153727    0.091996
     0.167247    0.095773
     0.180962    0.099257
     0.194864    0.102458
     0.208934    0.105384
     0.223140    0.108040
     0.237447    0.110425
     0.251829    0.112535
     0.266274    0.114368
     0.280781    0.115925
     0.295349    0.117210
     0.309971    0.118228
     0.324628    0.118982
     0.339299    0.119472
     0.353971    0.119693
     0.368646    0.119644
     0.383330    0.119324
     0.398027    0.118738
     0.412727    0.117890
     0.427415    0.116782
     0.442080    0.115413
     0.456731    0.113778
     0.471389    0.111874
     0.486092    0.109702
     0.500878    0.107268
     0.515783    0.104582
     0.530830    0.101666
     0.546017    0.098547
     0.561311    0.095255
     0.576658    0.091818
     0.592016    0.088246
     0.607380    0.084539
     0.622781    0.080690
     0.638269    0.076700
     0.653884    0.072583
     0.669647    0.068360
     0.685546    0.064065
     0.701531    0.059738
     0.717543    0.055411
     0.733565    0.051091
     0.749587    0.046781
     0.765581    0.042486
     0.781501    0.038223
     0.797289    0.034023
     0.812885    0.029928
     0.828251    0.025988
     0.843386    0.022245
     0.858332    0.018730
     0.873150    0.015457
     0.887891    0.012429
     0.902571    0.009643
     0.917123    0.007105
     0.931387    0.004852
     0.945241    0.002957
     0.958649    0.001466
     0.971490    0.000371
     0.983416   -0.000372
     0.993939   -0.000849
     1.000000   -0.001071
